Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
7B,80C4014002,584,0000,583,0000,000,0583,0000,004,0100C4
C4,80DE801040,584,0000,583,0000,000,0583,0000,004,0100DE
DE,4000000000,584,0000,583,0000,000,0583,0000,004,0100DF
DF,8001101040,584,0000,583,0000,000,0583,0000,004,010001
01,00A0009004,584,0000,584,0000,000,0584,0000,004,010002
02,0104009420,585,0000,584,0000,000,0584,0000,004,010003
03,0002009001,585,0000,584,0000,000,0584,0000,004,010004
04,8109804002,585,0000,584,0000,000,0584,0000,004,010005
05,810C404002,585,0000,584,0000,000,0584,0000,004,010006
06,810C204002,585,0000,584,0000,000,0584,0000,004,010007
07,8078104002,585,0000,584,0000,000,0584,0000,004,010078
78,81A4084002,585,0000,584,0000,000,0584,0000,004,010079
79,8189044002,585,0000,584,0000,000,0584,0000,004,01007A
7A,817D024002,585,0000,584,0000,000,0584,0000,004,01007B
7B,80C4014002,585,0000,584,0000,000,0584,0000,004,0100C4
C4,80DE801040,585,0000,584,0000,000,0584,0000,004,0100DE
DE,4000000000,585,0000,584,0000,000,0584,0000,004,0100DF
DF,8001101040,585,0000,584,0000,000,0584,0000,004,010001
01,00A0009004,585,0000,585,0000,000,0585,0000,004,010002
02,0104009420,586,0000,585,0000,000,0585,0000,004,010003
03,0002009001,586,0000,585,0000,000,0585,0000,004,010004
04,8109804002,586,0000,585,0000,000,0585,0000,004,010005
05,810C404002,586,0000,585,0000,000,0585,0000,004,010006
06,810C204002,586,0000,585,0000,000,0585,0000,004,010007
07,8078104002,586,0000,585,0000,000,0585,0000,004,010078
78,81A4084002,586,0000,585,0000,000,0585,0000,004,010079
79,8189044002,586,0000,585,0000,000,0585,0000,004,01007A
7A,817D024002,586,0000,585,0000,000,0585,0000,004,01007B
7B,80C4014002,586,0000,585,0000,000,0585,0000,004,0100C4
C4,80DE801040,586,0000,585,0000,000,0585,0000,004,0100DE
DE,4000000000,586,0000,585,0000,000,0585,0000,004,0100DF
DF,8001101040,586,0000,585,0000,000,0585,0000,004,010001
01,00A0009004,586,0000,586,0000,000,0586,0000,004,010002
02,0104009420,587,0000,586,0000,000,0586,0000,004,010003
03,0002009001,587,0000,586,0000,000,0586,0000,004,010004
04,8109804002,587,0000,586,0000,000,0586,0000,004,010005
05,810C404002,587,0000,586,0000,000,0586,0000,004,010006
06,810C204002,587,0000,586,0000,000,0586,0000,004,010007
07,8078104002,587,0000,586,0000,000,0586,0000,004,010078
78,81A4084002,587,0000,586,0000,000,0586,0000,004,010079
79,8189044002,587,0000,586,0000,000,0586,0000,004,01007A
7A,817D024002,587,0000,586,0000,000,0586,0000,004,01007B
7B,80C4014002,587,0000,586,0000,000,0586,0000,004,0100C4
C4,80DE801040,587,0000,586,0000,000,0586,0000,004,0100DE
DE,4000000000,587,0000,586,0000,000,0586,0000,004,0100DF
DF,8001101040,587,0000,586,0000,000,0586,0000,004,010001
01,00A0009004,587,0000,587,0000,000,0587,0000,004,010002
02,0104009420,588,0000,587,0000,000,0587,0000,004,010003
03,0002009001,588,0000,587,0000,000,0587,0000,004,010004
04,8109804002,588,0000,587,0000,000,0587,0000,004,010005
05,810C404002,588,0000,587,0000,000,0587,0000,004,010006
06,810C204002,588,0000,587,0000,000,0587,0000,004,010007
07,8078104002,588,0000,587,0000,000,0587,0000,004,010078
78,81A4084002,588,0000,587,0000,000,0587,0000,004,010079
79,8189044002,588,0000,587,0000,000,0587,0000,004,01007A
7A,817D024002,588,0000,587,0000,000,0587,0000,004,01007B
7B,80C4014002,588,0000,587,0000,000,0587,0000,004,0100C4
C4,80DE801040,588,0000,587,0000,000,0587,0000,004,0100DE
DE,4000000000,588,0000,587,0000,000,0587,0000,004,0100DF
DF,8001101040,588,0000,587,0000,000,0587,0000,004,010001
01,00A0009004,588,0000,588,0000,000,0588,0000,004,010002
02,0104009420,589,0000,588,0000,000,0588,0000,004,010003
03,0002009001,589,0000,588,0000,000,0588,0000,004,010004
04,8109804002,589,0000,588,0000,000,0588,0000,004,010005
05,810C404002,589,0000,588,0000,000,0588,0000,004,010006
06,810C204002,589,0000,588,0000,000,0588,0000,004,010007
07,8078104002,589,0000,588,0000,000,0588,0000,004,010078
78,81A4084002,589,0000,588,0000,000,0588,0000,004,010079
79,8189044002,589,0000,588,0000,000,0588,0000,004,01007A
7A,817D024002,589,0000,588,0000,000,0588,0000,004,01007B
7B,80C4014002,589,0000,588,0000,000,0588,0000,004,0100C4
C4,80DE801040,589,0000,588,0000,000,0588,0000,004,0100DE
DE,4000000000,589,0000,588,0000,000,0588,0000,004,0100DF
DF,8001101040,589,0000,588,0000,000,0588,0000,004,010001
01,00A0009004,589,0000,589,0000,000,0589,0000,004,010002
02,0104009420,58A,0000,589,0000,000,0589,0000,004,010003
03,0002009001,58A,0000,589,0000,000,0589,0000,004,010004
04,8109804002,58A,0000,589,0000,000,0589,0000,004,010005
05,810C404002,58A,0000,589,0000,000,0589,0000,004,010006
06,810C204002,58A,0000,589,0000,000,0589,0000,004,010007
07,8078104002,58A,0000,589,0000,000,0589,0000,004,010078
78,81A4084002,58A,0000,589,0000,000,0589,0000,004,010079
79,8189044002,58A,0000,589,0000,000,0589,0000,004,01007A
7A,817D024002,58A,0000,589,0000,000,0589,0000,004,01007B
7B,80C4014002,58A,0000,589,0000,000,0589,0000,004,0100C4
C4,80DE801040,58A,0000,589,0000,000,0589,0000,004,0100DE
DE,4000000000,58A,0000,589,0000,000,0589,0000,004,0100DF
DF,8001101040,58A,0000,589,0000,000,0589,0000,004,010001
01,00A0009004,58A,0000,58A,0000,000,058A,0000,004,010002
02,0104009420,58B,0000,58A,0000,000,058A,0000,004,010003
03,0002009001,58B,0000,58A,0000,000,058A,0000,004,010004
04,8109804002,58B,0000,58A,0000,000,058A,0000,004,010005
05,810C404002,58B,0000,58A,0000,000,058A,0000,004,010006
06,810C204002,58B,0000,58A,0000,000,058A,0000,004,010007
07,8078104002,58B,0000,58A,0000,000,058A,0000,004,010078
78,81A4084002,58B,0000,58A,0000,000,058A,0000,004,010079
79,8189044002,58B,0000,58A,0000,000,058A,0000,004,01007A
7A,817D024002,58B,0000,58A,0000,000,058A,0000,004,01007B
7B,80C4014002,58B,0000,58A,0000,000,058A,0000,004,0100C4
C4,80DE801040,58B,0000,58A,0000,000,058A,0000,004,0100DE
DE,4000000000,58B,0000,58A,0000,000,058A,0000,004,0100DF
DF,8001101040,58B,0000,58A,0000,000,058A,0000,004,010001
01,00A0009004,58B,0000,58B,0000,000,058B,0000,004,010002
02,0104009420,58C,0000,58B,0000,000,058B,0000,004,010003
03,0002009001,58C,0000,58B,0000,000,058B,0000,004,010004
04,8109804002,58C,0000,58B,0000,000,058B,0000,004,010005
05,810C404002,58C,0000,58B,0000,000,058B,0000,004,010006
06,810C204002,58C,0000,58B,0000,000,058B,0000,004,010007
07,8078104002,58C,0000,58B,0000,000,058B,0000,004,010078
78,81A4084002,58C,0000,58B,0000,000,058B,0000,004,010079
79,8189044002,58C,0000,58B,0000,000,058B,0000,004,01007A
7A,817D024002,58C,0000,58B,0000,000,058B,0000,004,01007B
7B,80C4014002,58C,0000,58B,0000,000,058B,0000,004,0100C4
C4,80DE801040,58C,0000,58B,0000,000,058B,0000,004,0100DE
DE,4000000000,58C,0000,58B,0000,000,058B,0000,004,0100DF
DF,8001101040,58C,0000,58B,0000,000,058B,0000,004,010001
01,00A0009004,58C,0000,58C,0000,000,058C,0000,004,010002
02,0104009420,58D,0000,58C,0000,000,058C,0000,004,010003
03,0002009001,58D,0000,58C,0000,000,058C,0000,004,010004
04,8109804002,58D,0000,58C,0000,000,058C,0000,004,010005
05,810C404002,58D,0000,58C,0000,000,058C,0000,004,010006
06,810C204002,58D,0000,58C,0000,000,058C,0000,004,010007
07,8078104002,58D,0000,58C,0000,000,058C,0000,004,010078
78,81A4084002,58D,0000,58C,0000,000,058C,0000,004,010079
79,8189044002,58D,0000,58C,0000,000,058C,0000,004,01007A
7A,817D024002,58D,0000,58C,0000,000,058C,0000,004,01007B
7B,80C4014002,58D,0000,58C,0000,000,058C,0000,004,0100C4
C4,80DE801040,58D,0000,58C,0000,000,058C,0000,004,0100DE
DE,4000000000,58D,0000,58C,0000,000,058C,0000,004,0100DF
DF,8001101040,58D,0000,58C,0000,000,058C,0000,004,010001
01,00A0009004,58D,0000,58D,0000,000,058D,0000,004,010002
02,0104009420,58E,0000,58D,0000,000,058D,0000,004,010003
03,0002009001,58E,0000,58D,0000,000,058D,0000,004,010004
04,8109804002,58E,0000,58D,0000,000,058D,0000,004,010005
05,810C404002,58E,0000,58D,0000,000,058D,0000,004,010006
06,810C204002,58E,0000,58D,0000,000,058D,0000,004,010007
07,8078104002,58E,0000,58D,0000,000,058D,0000,004,010078
78,81A4084002,58E,0000,58D,0000,000,058D,0000,004,010079
79,8189044002,58E,0000,58D,0000,000,058D,0000,004,01007A
7A,817D024002,58E,0000,58D,0000,000,058D,0000,004,01007B
7B,80C4014002,58E,0000,58D,0000,000,058D,0000,004,0100C4
C4,80DE801040,58E,0000,58D,0000,000,058D,0000,004,0100DE
DE,4000000000,58E,0000,58D,0000,000,058D,0000,004,0100DF
DF,8001101040,58E,0000,58D,0000,000,058D,0000,004,010001
01,00A0009004,58E,0000,58E,0000,000,058E,0000,004,010002
02,0104009420,58F,0000,58E,0000,000,058E,0000,004,010003
03,0002009001,58F,0000,58E,0000,000,058E,0000,004,010004
04,8109804002,58F,0000,58E,0000,000,058E,0000,004,010005
05,810C404002,58F,0000,58E,0000,000,058E,0000,004,010006
06,810C204002,58F,0000,58E,0000,000,058E,0000,004,010007
07,8078104002,58F,0000,58E,0000,000,058E,0000,004,010078
78,81A4084002,58F,0000,58E,0000,000,058E,0000,004,010079
79,8189044002,58F,0000,58E,0000,000,058E,0000,004,01007A
7A,817D024002,58F,0000,58E,0000,000,058E,0000,004,01007B
7B,80C4014002,58F,0000,58E,0000,000,058E,0000,004,0100C4
C4,80DE801040,58F,0000,58E,0000,000,058E,0000,004,0100DE
DE,4000000000,58F,0000,58E,0000,000,058E,0000,004,0100DF
DF,8001101040,58F,0000,58E,0000,000,058E,0000,004,010001
01,00A0009004,58F,0000,58F,0000,000,058F,0000,004,010002
02,0104009420,590,0000,58F,0000,000,058F,0000,004,010003
03,0002009001,590,0000,58F,0000,000,058F,0000,004,010004
04,8109804002,590,0000,58F,0000,000,058F,0000,004,010005
05,810C404002,590,0000,58F,0000,000,058F,0000,004,010006
06,810C204002,590,0000,58F,0000,000,058F,0000,004,010007
07,8078104002,590,0000,58F,0000,000,058F,0000,004,010078
78,81A4084002,590,0000,58F,0000,000,058F,0000,004,010079
79,8189044002,590,0000,58F,0000,000,058F,0000,004,01007A
7A,817D024002,590,0000,58F,0000,000,058F,0000,004,01007B
7B,80C4014002,590,0000,58F,0000,000,058F,0000,004,0100C4
C4,80DE801040,590,0000,58F,0000,000,058F,0000,004,0100DE
DE,4000000000,590,0000,58F,0000,000,058F,0000,004,0100DF
DF,8001101040,590,0000,58F,0000,000,058F,0000,004,010001
01,00A0009004,590,0000,590,0000,000,0590,0000,004,010002
02,0104009420,591,0000,590,0000,000,0590,0000,004,010003
03,0002009001,591,0000,590,0000,000,0590,0000,004,010004
04,8109804002,591,0000,590,0000,000,0590,0000,004,010005
05,810C404002,591,0000,590,0000,000,0590,0000,004,010006
06,810C204002,591,0000,590,0000,000,0590,0000,004,010007
07,8078104002,591,0000,590,0000,000,0590,0000,004,010078
78,81A4084002,591,0000,590,0000,000,0590,0000,004,010079
79,8189044002,591,0000,590,0000,000,0590,0000,004,01007A
7A,817D024002,591,0000,590,0000,000,0590,0000,004,01007B
7B,80C4014002,591,0000,590,0000,000,0590,0000,004,0100C4
C4,80DE801040,591,0000,590,0000,000,0590,0000,004,0100DE
DE,4000000000,591,0000,590,0000,000,0590,0000,004,0100DF
DF,8001101040,591,0000,590,0000,000,0590,0000,004,010001
01,00A0009004,591,0000,591,0000,000,0591,0000,004,010002
02,0104009420,592,0000,591,0000,000,0591,0000,004,010003
03,0002009001,592,0000,591,0000,000,0591,0000,004,010004
04,8109804002,592,0000,591,0000,000,0591,0000,004,010005
05,810C404002,592,0000,591,0000,000,0591,0000,004,010006
06,810C204002,592,0000,591,0000,000,0591,0000,004,010007
07,8078104002,592,0000,591,0000,000,0591,0000,004,010078
78,81A4084002,592,0000,591,0000,000,0591,0000,004,010079
79,8189044002,592,0000,591,0000,000,0591,0000,004,01007A
7A,817D024002,592,0000,591,0000,000,0591,0000,004,01007B
7B,80C4014002,592,0000,591,0000,000,0591,0000,004,0100C4
C4,80DE801040,592,0000,591,0000,000,0591,0000,004,0100DE
DE,4000000000,592,0000,591,0000,000,0591,0000,004,0100DF
DF,8001101040,592,0000,591,0000,000,0591,0000,004,010001
01,00A0009004,592,0000,592,0000,000,0592,0000,004,010002
02,0104009420,593,0000,592,0000,000,0592,0000,004,010003
03,0002009001,593,0000,592,0000,000,0592,0000,004,010004
04,8109804002,593,0000,592,0000,000,0592,0000,004,010005
05,810C404002,593,0000,592,0000,000,0592,0000,004,010006
06,810C204002,593,0000,592,0000,000,0592,0000,004,010007
07,8078104002,593,0000,592,0000,000,0592,0000,004,010078
78,81A4084002,593,0000,592,0000,000,0592,0000,004,010079
79,8189044002,593,0000,592,0000,000,0592,0000,004,01007A
7A,817D024002,593,0000,592,0000,000,0592,0000,004,01007B
7B,80C4014002,593,0000,592,0000,000,0592,0000,004,0100C4
C4,80DE801040,593,0000,592,0000,000,0592,0000,004,0100DE
DE,4000000000,593,0000,592,0000,000,0592,0000,004,0100DF
DF,8001101040,593,0000,592,0000,000,0592,0000,004,010001
01,00A0009004,593,0000,593,0000,000,0593,0000,004,010002
02,0104009420,594,0000,593,0000,000,0593,0000,004,010003
03,0002009001,594,0000,593,0000,000,0593,0000,004,010004
04,8109804002,594,0000,593,0000,000,0593,0000,004,010005
05,810C404002,594,0000,593,0000,000,0593,0000,004,010006
06,810C204002,594,0000,593,0000,000,0593,0000,004,010007
07,8078104002,594,0000,593,0000,000,0593,0000,004,010078
78,81A4084002,594,0000,593,0000,000,0593,0000,004,010079
79,8189044002,594,0000,593,0000,000,0593,0000,004,01007A
7A,817D024002,594,0000,593,0000,000,0593,0000,004,01007B
7B,80C4014002,594,0000,593,0000,000,0593,0000,004,0100C4
C4,80DE801040,594,0000,593,0000,000,0593,0000,004,0100DE
DE,4000000000,594,0000,593,0000,000,0593,0000,004,0100DF
DF,8001101040,594,0000,593,0000,000,0593,0000,004,010001
01,00A0009004,594,0000,594,0000,000,0594,0000,004,010002
02,0104009420,595,0000,594,0000,000,0594,0000,004,010003
03,0002009001,595,0000,594,0000,000,0594,0000,004,010004
04,8109804002,595,0000,594,0000,000,0594,0000,004,010005
05,810C404002,595,0000,594,0000,000,0594,0000,004,010006
06,810C204002,595,0000,594,0000,000,0594,0000,004,010007
07,8078104002,595,0000,594,0000,000,0594,0000,004,010078
78,81A4084002,595,0000,594,0000,000,0594,0000,004,010079
79,8189044002,595,0000,594,0000,000,0594,0000,004,01007A
7A,817D024002,595,0000,594,0000,000,0594,0000,004,01007B
7B,80C4014002,595,0000,594,0000,000,0594,0000,004,0100C4
C4,80DE801040,595,0000,594,0000,000,0594,0000,004,0100DE
DE,4000000000,595,0000,594,0000,000,0594,0000,004,0100DF
DF,8001101040,595,0000,594,0000,000,0594,0000,004,010001
01,00A0009004,595,0000,595,0000,000,0595,0000,004,010002
02,0104009420,596,0000,595,0000,000,0595,0000,004,010003
03,0002009001,596,0000,595,0000,000,0595,0000,004,010004
04,8109804002,596,0000,595,0000,000,0595,0000,004,010005
05,810C404002,596,0000,595,0000,000,0595,0000,004,010006
06,810C204002,596,0000,595,0000,000,0595,0000,004,010007
07,8078104002,596,0000,595,0000,000,0595,0000,004,010078
78,81A4084002,596,0000,595,0000,000,0595,0000,004,010079
79,8189044002,596,0000,595,0000,000,0595,0000,004,01007A
7A,817D024002,596,0000,595,0000,000,0595,0000,004,01007B
7B,80C4014002,596,0000,595,0000,000,0595,0000,004,0100C4
C4,80DE801040,596,0000,595,0000,000,0595,0000,004,0100DE
DE,4000000000,596,0000,595,0000,000,0595,0000,004,0100DF
DF,8001101040,596,0000,595,0000,000,0595,0000,004,010001
01,00A0009004,596,0000,596,0000,000,0596,0000,004,010002
02,0104009420,597,0000,596,0000,000,0596,0000,004,010003
03,0002009001,597,0000,596,0000,000,0596,0000,004,010004
04,8109804002,597,0000,596,0000,000,0596,0000,004,010005
05,810C404002,597,0000,596,0000,000,0596,0000,004,010006
06,810C204002,597,0000,596,0000,000,0596,0000,004,010007
07,8078104002,597,0000,596,0000,000,0596,0000,004,010078
78,81A4084002,597,0000,596,0000,000,0596,0000,004,010079
79,8189044002,597,0000,596,0000,000,0596,0000,004,01007A
7A,817D024002,597,0000,596,0000,000,0596,0000,004,01007B
7B,80C4014002,597,0000,596,0000,000,0596,0000,004,0100C4
C4,80DE801040,597,0000,596,0000,000,0596,0000,004,0100DE
DE,4000000000,597,0000,596,0000,000,0596,0000,004,0100DF
DF,8001101040,597,0000,596,0000,000,0596,0000,004,010001
01,00A0009004,597,0000,597,0000,000,0597,0000,004,010002
02,0104009420,598,0000,597,0000,000,0597,0000,004,010003
03,0002009001,598,0000,597,0000,000,0597,0000,004,010004
04,8109804002,598,0000,597,0000,000,0597,0000,004,010005
05,810C404002,598,0000,597,0000,000,0597,0000,004,010006
06,810C204002,598,0000,597,0000,000,0597,0000,004,010007
07,8078104002,598,0000,597,0000,000,0597,0000,004,010078
78,81A4084002,598,0000,597,0000,000,0597,0000,004,010079
79,8189044002,598,0000,597,0000,000,0597,0000,004,01007A
7A,817D024002,598,0000,597,0000,000,0597,0000,004,01007B
7B,80C4014002,598,0000,597,0000,000,0597,0000,004,0100C4
C4,80DE801040,598,0000,597,0000,000,0597,0000,004,0100DE
DE,4000000000,598,0000,597,0000,000,0597,0000,004,0100DF
DF,8001101040,598,0000,597,0000,000,0597,0000,004,010001
01,00A0009004,598,0000,598,0000,000,0598,0000,004,010002
02,0104009420,599,0000,598,0000,000,0598,0000,004,010003
03,0002009001,599,0000,598,0000,000,0598,0000,004,010004
04,8109804002,599,0000,598,0000,000,0598,0000,004,010005
05,810C404002,599,0000,598,0000,000,0598,0000,004,010006
06,810C204002,599,0000,598,0000,000,0598,0000,004,010007
07,8078104002,599,0000,598,0000,000,0598,0000,004,010078
78,81A4084002,599,0000,598,0000,000,0598,0000,004,010079
79,8189044002,599,0000,598,0000,000,0598,0000,004,01007A
7A,817D024002,599,0000,598,0000,000,0598,0000,004,01007B
7B,80C4014002,599,0000,598,0000,000,0598,0000,004,0100C4
C4,80DE801040,599,0000,598,0000,000,0598,0000,004,0100DE
DE,4000000000,599,0000,598,0000,000,0598,0000,004,0100DF
DF,8001101040,599,0000,598,0000,000,0598,0000,004,010001
01,00A0009004,599,0000,599,0000,000,0599,0000,004,010002
02,0104009420,59A,0000,599,0000,000,0599,0000,004,010003
03,0002009001,59A,0000,599,0000,000,0599,0000,004,010004
04,8109804002,59A,0000,599,0000,000,0599,0000,004,010005
05,810C404002,59A,0000,599,0000,000,0599,0000,004,010006
06,810C204002,59A,0000,599,0000,000,0599,0000,004,010007
07,8078104002,59A,0000,599,0000,000,0599,0000,004,010078
78,81A4084002,59A,0000,599,0000,000,0599,0000,004,010079
79,8189044002,59A,0000,599,0000,000,0599,0000,004,01007A
7A,817D024002,59A,0000,599,0000,000,0599,0000,004,01007B
7B,80C4014002,59A,0000,599,0000,000,0599,0000,004,0100C4
C4,80DE801040,59A,0000,599,0000,000,0599,0000,004,0100DE
DE,4000000000,59A,0000,599,0000,000,0599,0000,004,0100DF
DF,8001101040,59A,0000,599,0000,000,0599,0000,004,010001
01,00A0009004,59A,0000,59A,0000,000,059A,0000,004,010002
02,0104009420,59B,0000,59A,0000,000,059A,0000,004,010003
03,0002009001,59B,0000,59A,0000,000,059A,0000,004,010004
04,8109804002,59B,0000,59A,0000,000,059A,0000,004,010005
05,810C404002,59B,0000,59A,0000,000,059A,0000,004,010006
06,810C204002,59B,0000,59A,0000,000,059A,0000,004,010007
07,8078104002,59B,0000,59A,0000,000,059A,0000,004,010078
78,81A4084002,59B,0000,59A,0000,000,059A,0000,004,010079
79,8189044002,59B,0000,59A,0000,000,059A,0000,004,01007A
7A,817D024002,59B,0000,59A,0000,000,059A,0000,004,01007B
7B,80C4014002,59B,0000,59A,0000,000,059A,0000,004,0100C4
C4,80DE801040,59B,0000,59A,0000,000,059A,0000,004,0100DE
DE,4000000000,59B,0000,59A,0000,000,059A,0000,004,0100DF
DF,8001101040,59B,0000,59A,0000,000,059A,0000,004,010001
01,00A0009004,59B,0000,59B,0000,000,059B,0000,004,010002
02,0104009420,59C,0000,59B,0000,000,059B,0000,004,010003
03,0002009001,59C,0000,59B,0000,000,059B,0000,004,010004
04,8109804002,59C,0000,59B,0000,000,059B,0000,004,010005
05,810C404002,59C,0000,59B,0000,000,059B,0000,004,010006
06,810C204002,59C,0000,59B,0000,000,059B,0000,004,010007
07,8078104002,59C,0000,59B,0000,000,059B,0000,004,010078
78,81A4084002,59C,0000,59B,0000,000,059B,0000,004,010079
79,8189044002,59C,0000,59B,0000,000,059B,0000,004,01007A
7A,817D024002,59C,0000,59B,0000,000,059B,0000,004,01007B
7B,80C4014002,59C,0000,59B,0000,000,059B,0000,004,0100C4
C4,80DE801040,59C,0000,59B,0000,000,059B,0000,004,0100DE
DE,4000000000,59C,0000,59B,0000,000,059B,0000,004,0100DF
DF,8001101040,59C,0000,59B,0000,000,059B,0000,004,010001
01,00A0009004,59C,0000,59C,0000,000,059C,0000,004,010002
02,0104009420,59D,0000,59C,0000,000,059C,0000,004,010003
03,0002009001,59D,0000,59C,0000,000,059C,0000,004,010004
04,8109804002,59D,0000,59C,0000,000,059C,0000,004,010005
05,810C404002,59D,0000,59C,0000,000,059C,0000,004,010006
06,810C204002,59D,0000,59C,0000,000,059C,0000,004,010007
07,8078104002,59D,0000,59C,0000,000,059C,0000,004,010078
78,81A4084002,59D,0000,59C,0000,000,059C,0000,004,010079
79,8189044002,59D,0000,59C,0000,000,059C,0000,004,01007A
7A,817D024002,59D,0000,59C,0000,000,059C,0000,004,01007B
7B,80C4014002,59D,0000,59C,0000,000,059C,0000,004,0100C4
C4,80DE801040,59D,0000,59C,0000,000,059C,0000,004,0100DE
DE,4000000000,59D,0000,59C,0000,000,059C,0000,004,0100DF
DF,8001101040,59D,0000,59C,0000,000,059C,0000,004,010001
01,00A0009004,59D,0000,59D,0000,000,059D,0000,004,010002
02,0104009420,59E,0000,59D,0000,000,059D,0000,004,010003
03,0002009001,59E,0000,59D,0000,000,059D,0000,004,010004
04,8109804002,59E,0000,59D,0000,000,059D,0000,004,010005
05,810C404002,59E,0000,59D,0000,000,059D,0000,004,010006
06,810C204002,59E,0000,59D,0000,000,059D,0000,004,010007
07,8078104002,59E,0000,59D,0000,000,059D,0000,004,010078
78,81A4084002,59E,0000,59D,0000,000,059D,0000,004,010079
79,8189044002,59E,0000,59D,0000,000,059D,0000,004,01007A
7A,817D024002,59E,0000,59D,0000,000,059D,0000,004,01007B
7B,80C4014002,59E,0000,59D,0000,000,059D,0000,004,0100C4
C4,80DE801040,59E,0000,59D,0000,000,059D,0000,004,0100DE
DE,4000000000,59E,0000,59D,0000,000,059D,0000,004,0100DF
DF,8001101040,59E,0000,59D,0000,000,059D,0000,004,010001
01,00A0009004,59E,0000,59E,0000,000,059E,0000,004,010002
02,0104009420,59F,0000,59E,0000,000,059E,0000,004,010003
03,0002009001,59F,0000,59E,0000,000,059E,0000,004,010004
04,8109804002,59F,0000,59E,0000,000,059E,0000,004,010005
05,810C404002,59F,0000,59E,0000,000,059E,0000,004,010006
06,810C204002,59F,0000,59E,0000,000,059E,0000,004,010007
07,8078104002,59F,0000,59E,0000,000,059E,0000,004,010078
78,81A4084002,59F,0000,59E,0000,000,059E,0000,004,010079
79,8189044002,59F,0000,59E,0000,000,059E,0000,004,01007A
7A,817D024002,59F,0000,59E,0000,000,059E,0000,004,01007B
7B,80C4014002,59F,0000,59E,0000,000,059E,0000,004,0100C4
C4,80DE801040,59F,0000,59E,0000,000,059E,0000,004,0100DE
DE,4000000000,59F,0000,59E,0000,000,059E,0000,004,0100DF
DF,8001101040,59F,0000,59E,0000,000,059E,0000,004,010001
01,00A0009004,59F,0000,59F,0000,000,059F,0000,004,010002
02,0104009420,5A0,0000,59F,0000,000,059F,0000,004,010003
03,0002009001,5A0,0000,59F,0000,000,059F,0000,004,010004
04,8109804002,5A0,0000,59F,0000,000,059F,0000,004,010005
05,810C404002,5A0,0000,59F,0000,000,059F,0000,004,010006
06,810C204002,5A0,0000,59F,0000,000,059F,0000,004,010007
07,8078104002,5A0,0000,59F,0000,000,059F,0000,004,010078
78,81A4084002,5A0,0000,59F,0000,000,059F,0000,004,010079
79,8189044002,5A0,0000,59F,0000,000,059F,0000,004,01007A
7A,817D024002,5A0,0000,59F,0000,000,059F,0000,004,01007B
7B,80C4014002,5A0,0000,59F,0000,000,059F,0000,004,0100C4
C4,80DE801040,5A0,0000,59F,0000,000,059F,0000,004,0100DE
DE,4000000000,5A0,0000,59F,0000,000,059F,0000,004,0100DF
DF,8001101040,5A0,0000,59F,0000,000,059F,0000,004,010001
01,00A0009004,5A0,0000,5A0,0000,000,05A0,0000,004,010002
02,0104009420,5A1,0000,5A0,0000,000,05A0,0000,004,010003
03,0002009001,5A1,0000,5A0,0000,000,05A0,0000,004,010004
04,8109804002,5A1,0000,5A0,0000,000,05A0,0000,004,010005
05,810C404002,5A1,0000,5A0,0000,000,05A0,0000,004,010006
06,810C204002,5A1,0000,5A0,0000,000,05A0,0000,004,010007
07,8078104002,5A1,0000,5A0,0000,000,05A0,0000,004,010078
78,81A4084002,5A1,0000,5A0,0000,000,05A0,0000,004,010079
79,8189044002,5A1,0000,5A0,0000,000,05A0,0000,004,01007A
7A,817D024002,5A1,0000,5A0,0000,000,05A0,0000,004,01007B
7B,80C4014002,5A1,0000,5A0,0000,000,05A0,0000,004,0100C4
C4,80DE801040,5A1,0000,5A0,0000,000,05A0,0000,004,0100DE
DE,4000000000,5A1,0000,5A0,0000,000,05A0,0000,004,0100DF
DF,8001101040,5A1,0000,5A0,0000,000,05A0,0000,004,010001
01,00A0009004,5A1,0000,5A1,0000,000,05A1,0000,004,010002
02,0104009420,5A2,0000,5A1,0000,000,05A1,0000,004,010003
03,0002009001,5A2,0000,5A1,0000,000,05A1,0000,004,010004
04,8109804002,5A2,0000,5A1,0000,000,05A1,0000,004,010005
05,810C404002,5A2,0000,5A1,0000,000,05A1,0000,004,010006
06,810C204002,5A2,0000,5A1,0000,000,05A1,0000,004,010007
07,8078104002,5A2,0000,5A1,0000,000,05A1,0000,004,010078
78,81A4084002,5A2,0000,5A1,0000,000,05A1,0000,004,010079
79,8189044002,5A2,0000,5A1,0000,000,05A1,0000,004,01007A
7A,817D024002,5A2,0000,5A1,0000,000,05A1,0000,004,01007B
7B,80C4014002,5A2,0000,5A1,0000,000,05A1,0000,004,0100C4
C4,80DE801040,5A2,0000,5A1,0000,000,05A1,0000,004,0100DE
DE,4000000000,5A2,0000,5A1,0000,000,05A1,0000,004,0100DF
DF,8001101040,5A2,0000,5A1,0000,000,05A1,0000,004,010001
01,00A0009004,5A2,0000,5A2,0000,000,05A2,0000,004,010002
02,0104009420,5A3,0000,5A2,0000,000,05A2,0000,004,010003
03,0002009001,5A3,0000,5A2,0000,000,05A2,0000,004,010004
04,8109804002,5A3,0000,5A2,0000,000,05A2,0000,004,010005
05,810C404002,5A3,0000,5A2,0000,000,05A2,0000,004,010006
06,810C204002,5A3,0000,5A2,0000,000,05A2,0000,004,010007
